VESSEL,HAUL,YEAR,CRUISE,START_LATITUDE,START_LONGITUDE,STATIONID,GEAR_DEPTH,BOTTOM_DEPTH,SURFACE_TEMPERATURE,GEAR_TEMPERATURE,CPUE_NOHA
89,6,2008,200801,58.00058,-159.5858,J-14,39,42,1.2,1.1,0
89,6,2009,200901,58.28793,-159.9754,K-13,39,41,2.8,2.4,0
89,6,2010,201001,58.3435,-159.55223,K-14,23,25,5.5,3.7,0
89,6,2011,201101,58.29613,-159.97625,K-13,39,41,5.8,3.6,0
89,6,2012,201201,57.33195,-159.66722,H-14,55,57,0.1,0,0
89,6,2013,201301,58.29198,-159.97723,K-13,40,42,6.6,6.4,0
89,7,1993,199301,58.32533,-160.82117,K-12,18,18,7.8,NA,0
89,7,1994,199401,57.96817,-158.98117,J-15,35,35,4.1,2.8,0
89,7,1995,199501,57.67467,-160.26418,I-13,53,53,3.5,2.2,0
89,7,1996,199601,57.33952,-159.65797,H-14,53,56,4.9,4.6,0
89,7,1997,199701,57.34095,-159.66788,H-14,52,55,5.1,3.8,0
89,7,1998,199801,57.00932,-160.33387,G-13,61,63,5.5,3.8,0
89,7,1999,199901,58.29309,-159.9672,K-13,42,45,1.2,0.7,0
89,7,2000,200001,57.33875,-159.66991,H-14,53,56,2.4,1.3,0
89,7,2002,200201,58.34574,-159.5565,K-14,24,26,7.6,5.5,0
89,7,2004,200401,58.35249,-159.5648,K-14,23,25,8.9,4.7,0
89,7,2005,200501,57.67807,-160.2681,I-13,53,56,5.2,4.8,0.680251886
89,7,2008,200801,57.6774,-159.62801,I-14,48,51,1.3,1.2,0
89,7,2009,200901,58.01417,-160.20531,J-13,49,51,1.6,1.5,0
89,7,2010,201001,58.01057,-159.60203,J-14,41,43,2.5,2,0
89,7,2011,201101,58.01135,-160.21732,J-13,49,51,3.3,2,0
89,7,2012,201201,57.65605,-159.64008,I-14,48,50,1,0.4,0
89,7,2013,201301,58.00647,-160.22813,J-13,49,51,2.9,2.6,0
89,8,1993,199301,58.01317,-160.83417,J-12,42,42,4.4,4.6,0
89,8,1994,199401,58.2705,-160.01983,K-13,29,29,4.6,2.7,0
89,8,1995,199501,57.33933,-160.3035,H-13,60,60,3.8,2.4,0
89,8,1996,199601,57.01392,-159.71593,G-14,55,58,4.9,4.7,0
89,8,1997,199701,57.00872,-159.72067,G-14,53,56,7.9,3.8,0
89,8,1998,199801,56.67593,-160.36872,F-13,57,60,7,4.2,0
89,8,1999,199901,58.31533,-159.5591,K-14,23,26,1.4,1,0
89,8,2000,200001,57.00474,-159.71989,G-14,54,57,2.6,1.3,0
89,8,2002,200201,58.00942,-159.61321,J-14,39,41,4.3,4,0
89,8,2003,200301,58.29008,-159.97211,K-13,39,42,7.3,4.9,0
89,8,2004,200401,58.01123,-159.5932,J-14,40,43,5.6,3.1,0
89,8,2005,200501,57.33667,-160.29449,H-13,58,61,6,4.5,3.935740638
89,8,2008,200801,57.34639,-159.6691,H-14,53,56,1.2,1.1,0
89,8,2009,200901,57.6766,-160.2746,I-13,53,55,1.6,1.5,0
89,8,2010,201001,57.67757,-159.63468,I-14,48,50,2.3,2,0
89,8,2011,201101,57.68058,-160.2722,I-13,52,55,2.3,2.2,0
89,8,2012,201201,57.98435,-159.60593,J-14,39,41,1.4,0.5,0
89,8,2013,201301,57.67621,-160.27017,I-13,53,56,3,2.5,0
89,9,1993,199301,57.68633,-160.87483,I-12,53,53,4.4,3.5,0
89,9,1994,199401,57.99533,-160.216,J-13,48,48,4.2,NA,0
89,9,1995,199501,57.00527,-160.33199,G-13,60,60,4.9,2.4,0.991000447
89,9,1996,199601,56.67623,-159.75048,F-14,34,37,6.6,6.2,0
89,9,1997,199701,56.68117,-159.76033,F-14,35,39,7.2,5.2,0
89,9,1998,199801,56.32082,-161.61792,E-11,63,65,9,3.9,0.835208481
89,9,1999,199901,58.01086,-159.603,J-14,38,41,0.7,0.2,0
89,9,2000,200001,56.6894,-159.7076,F-14,34,37,3.8,2.2,0
89,9,2001,200101,57.99688,-158.9435,J-15,37,40,4.4,4,0
89,9,2002,200201,57.67627,-159.6272,I-14,47,49,4.5,3.9,0
89,9,2003,200301,58.0093,-160.21181,J-13,49,52,6.8,3.8,0
89,9,2004,200401,57.67407,-159.6328,I-14,48,50,5.4,4.1,0
89,9,2005,200501,57.01126,-160.32851,G-13,61,64,6.7,4.6,6.971628158
89,9,2008,200801,57.00291,-159.6857,G-14,51,54,3.6,1.3,0
89,9,2009,200901,57.33077,-160.3214,H-13,60,62,1.5,1.3,0
89,9,2010,201001,57.36495,-159.6644,H-14,53,55,3.2,2.3,0
89,9,2011,201101,57.34883,-160.30235,H-13,59,61,2.8,2.6,0.432441876
89,9,2012,201201,58.35133,-159.55865,K-14,24,26,3.5,2.8,0
89,9,2013,201301,57.34966,-160.29121,H-13,61,62,3.7,3.1,0
89,10,1993,199301,57.33483,-160.93,H-12,60,60,3.9,3.6,1.931402382
89,10,1994,199401,57.665,-160.2685,I-13,53,53,2.5,2.5,0
89,10,1995,199501,56.67135,-160.36169,F-13,57,57,5.4,2.2,0
89,10,1996,199601,56.3205,-160.9998,E-12,49,52,4.3,5.2,0
89,10,1997,199701,56.66472,-160.36373,F-13,55,58,7.6,3.6,0
89,10,1998,199801,56.65952,-161.5841,F-11,88,90,6.1,3.2,0
89,10,1999,199901,58.3354,-161.402,K-11,31,34,0.5,0.6,0
89,10,2000,200001,56.32806,-160.9962,E-12,51,54,3.3,2.2,0
89,10,2001,200101,57.67245,-159.0152,I-15,44,47,4.3,4,0
89,10,2002,200201,57.67947,-159.0005,I-15,46,48,4.5,4.1,0
89,10,2003,200301,57.67934,-160.2601,I-13,52,55,7.3,4,0
89,10,2005,200501,56.31405,-161.629,E-11,62,65,7,4.5,38.92953085
89,10,2008,200801,56.6755,-159.7352,F-14,35,38,2.8,2.8,0
89,10,2009,200901,57.01127,-160.3187,G-13,61,63,1.1,1,0
89,10,2010,201001,57.01657,-159.6965,G-14,54,56,3.6,2.6,0
89,10,2011,201101,57.01405,-160.33955,G-13,62,65,3.6,3.4,1.707540053
89,10,2012,201201,58.29398,-159.9742,K-13,40,42,2.1,1.8,0
89,10,2013,201301,57.01176,-160.33849,G-13,61,63,4.6,3,0.630607984
89,11,1993,199301,57.01233,-160.95317,G-12,60,60,6.1,3.7,2.31379882
89,11,1994,199401,57.32267,-160.30533,H-13,59,59,2.8,2.5,0.835778508
89,11,1995,199501,56.32737,-161.61545,E-11,62,62,4.4,1.9,2.970098779
89,11,1996,199601,56.6575,-160.98108,F-12,67,70,4.6,4.4,1.003331099
89,11,1997,199701,56.6673,-160.97213,F-12,64,67,8,3,0
89,11,1998,199801,56.99077,-161.56695,G-11,68,72,5.8,3,0.413042528
89,11,1999,199901,58.0037,-161.49,J-11,53,55,-0.1,-0.4,0
89,11,2000,200001,56.66101,-160.98759,F-12,64,67,2.8,1.1,0
89,11,2001,200101,57.36626,-159.04131,H-15,47,50,4.3,3.8,0
89,11,2002,200201,57.34508,-159.0703,H-15,48,50,4.7,4.2,0
89,11,2003,200301,57.34364,-160.3018,H-13,60,63,7.2,4.2,0.573634359
89,11,2004,200401,57.68041,-159.0153,I-15,47,49,5,4.2,0
89,11,2005,200501,56.65631,-161.61079,F-11,88,91,7.8,3.7,16.33975876
89,11,2007,200701,57.00218,-159.13029,G-15,31,33,4.6,4.5,0
89,11,2008,200801,56.66666,-160.3698,F-13,58,61,1.4,1.3,0
89,11,2010,201001,56.68552,-159.75933,F-14,38,40,4.6,3.6,0
89,11,2012,201201,58.0084,-160.19118,J-13,49,50,4.7,0.4,0
89,11,2013,201301,56.33449,-160.98767,E-12,51,54,5.4,2.9,4.936081301
89,12,1993,199301,56.67833,-160.97283,F-12,68,68,5.6,3.8,8.188124391
89,12,1994,199401,56.99183,-160.33617,G-13,59,59,2.8,2.3,0
89,12,1996,199601,56.9892,-160.92903,G-12,66,69,4.2,4.2,0
89,12,1997,199701,56.99037,-160.95025,G-12,60,63,8.8,2.6,0
89,12,1998,199801,57.32312,-161.53633,H-11,54,57,5.5,3.6,0
89,12,1999,199901,57.67563,-161.5008,I-11,51,54,-0.2,-0.4,0
89,12,2000,200001,56.99192,-160.9519,G-12,60,63,2.9,0.9,0
89,12,2002,200201,57.34493,-159.6707,H-14,54,56,5.6,4.3,0
89,12,2003,200301,57.01262,-160.3264,G-13,62,66,7.8,4.3,0
89,12,2004,200401,57.35035,-159.06551,H-15,46,48,4.8,4.8,0
89,12,2005,200501,56.99107,-161.5791,G-11,67,70,8.2,3.7,19.23800191
89,12,2007,200701,57.32548,-159.0843,H-15,44,46,2,1.9,0
89,12,2008,200801,56.98885,-160.9509,G-12,62,65,1.1,1.1,0
89,12,2009,200901,56.33564,-161.0296,E-12,53,55,2.9,2.6,0
89,12,2010,201001,56.6664,-160.35235,F-13,58,60,4.9,1.8,1.02372442
89,12,2012,201201,57.9889,-160.81807,J-12,43,45,2.5,2,0
89,12,2013,201301,56.31591,-161.63167,E-11,62,64,5.5,2.6,5.313433039
89,13,1993,199301,56.35,-160.98333,E-12,53,53,5.6,4.9,9.022013713
89,13,1994,199401,56.6625,-160.372,F-13,57,57,4.1,2.9,0.913962537
89,13,1995,199501,56.68098,-161.60828,F-11,86,86,4.8,1.5,0
89,13,1996,199601,57.32312,-160.9324,H-12,60,63,4.2,4.2,0
89,13,1997,199701,57.3232,-160.93463,H-12,59,62,9.4,2.6,0
89,13,1998,199801,57.6548,-161.49603,I-11,52,54,4.3,3.4,0
89,13,1999,199901,57.34108,-161.5376,H-11,53,56,0.1,-0.3,0
89,13,2000,200001,57.31972,-160.93089,H-12,61,64,3.1,0.8,0
89,13,2001,200101,56.6725,-160.3701,F-13,59,61,4.1,3.8,0
89,13,2002,200201,56.99695,-159.7673,G-14,54,56,6.9,4,0
89,13,2003,200301,56.70134,-160.3842,F-13,59,61,7.4,4.5,0.759810637
89,13,2004,200401,57.33094,-159.66611,H-14,54,56,6,4.4,0
89,13,2005,200501,57.3224,-161.563,H-11,52,55,7,4.6,6.913960281
89,13,2007,200701,57.65219,-159.01801,I-15,43,45,2.4,2.4,0
89,13,2008,200801,57.32148,-160.9438,H-12,57,60,0.9,0.8,0
89,13,2009,200901,56.33291,-161.59891,E-11,62,64,3.7,1.9,0
89,13,2010,201001,56.67088,-160.96288,F-12,66,68,2.5,1.5,0
89,13,2011,201101,56.31488,-161.63003,E-11,62,65,4.6,4,5.369625559
89,13,2012,201201,58.32148,-160.7493,K-12,21,24,7.6,7,0
89,14,1993,199301,55.99583,-162.2385,D-10,66,66,7.2,3.2,51.58388612
89,14,1994,199401,56.32883,-160.99283,E-12,51,51,4.2,3.2,6.865243845
89,14,1995,199501,56.995,-161.57298,G-11,68,68,5,2,0
89,14,1996,199601,57.65452,-160.88618,I-12,53,56,4.6,4.4,0
89,14,1997,199701,57.66055,-160.88017,I-12,56,59,7.2,2.7,0
89,14,1998,199801,57.99023,-161.4875,J-11,54,56,4.7,3.5,0
89,14,1999,199901,57.00891,-161.5679,G-11,66,69,-0.1,-0.3,0
89,14,2000,200001,57.65127,-160.879,I-12,54,57,2.7,1.1,0
89,14,2001,200101,56.99414,-160.3369,G-13,60,62,4.1,3.7,0.20372279
89,14,2002,200201,56.98539,-159.1257,G-15,30,32,7.9,5.3,0
89,14,2004,200401,57.00351,-159.73669,G-14,56,58,6.5,3.9,0
89,14,2005,200501,57.32052,-160.9556,H-12,58,61,6.4,4.3,6.337235073
89,14,2007,200701,57.98627,-158.97121,J-15,37,39,5.6,3.9,0
89,14,2008,200801,57.65772,-160.8866,I-12,52,55,1.1,1,0
89,14,2009,200901,56.66507,-161.6028,F-11,85,87,3.2,0.7,0
89,14,2010,201001,56.98043,-160.9652,G-12,60,62,3.7,2.1,0.943321905
89,14,2011,201101,56.66402,-161.57875,F-11,87,90,4,2.6,3.361763285
89,14,2012,201201,57.67222,-160.86313,I-12,55,57,0.9,0.8,0
89,14,2013,201301,56.6732,-161.57696,F-11,87,89,4.9,1.6,0
89,15,1993,199301,56.31167,-162.20167,E-10,71,71,7.2,2.8,8.841639169
89,15,1994,199401,56.34733,-161.5685,E-11,66,66,4.3,3.1,12.83569286
89,15,1995,199501,57.3223,-161.53847,H-11,53,53,4.8,2.3,0
89,15,1996,199601,57.98838,-160.83842,J-12,41,44,4.5,4.3,0
89,15,1997,199701,57.98938,-160.85468,J-12,44,47,5.4,3.9,0
89,15,1998,199801,58.20935,-161.5486,K-11,37,40,4.9,4.1,0
89,15,1999,199901,56.66909,-161.5897,F-11,88,91,1.4,-0.5,0
89,15,2000,200001,57.98725,-160.84531,J-12,42,45,5.8,2.4,0
89,15,2001,200101,57.29844,-160.3092,H-13,56,59,3.8,3.8,0
89,15,2002,200201,56.32753,-160.99899,E-12,52,54,6.4,4.1,0
89,15,2004,200401,57.00953,-159.1234,G-15,31,33,6.5,6.2,0
89,15,2005,200501,57.65813,-161.5153,I-11,52,55,5.6,4.7,1.902797292
89,15,2007,200701,58.28649,-159.9733,K-13,40,41,5.4,4.9,0
89,15,2008,200801,57.98968,-160.84689,J-12,43,46,1.7,1.6,0
89,15,2009,200901,56.98444,-161.5764,G-11,66,68,1.1,0.9,0.198214484
89,15,2010,201001,57.32097,-160.93078,H-12,61,63,4.5,2.3,0
89,15,2011,201101,56.98388,-161.56253,G-11,66,69,3.6,2.8,0.692150159
89,15,2012,201201,57.34357,-160.92792,H-12,62,64,0.4,-0.2,0
89,15,2013,201301,56.98761,-161.56359,G-11,66,68,4.5,2,0
89,16,1993,199301,56.63667,-162.18383,F-10,73,73,7.2,3,0.914610622
89,16,1994,199401,56.67217,-161.56017,F-11,88,88,5,1.9,1.050982949
89,16,1995,199501,57.66035,-161.49635,I-11,51,51,4.4,2.1,0
89,16,1996,199601,58.3103,-160.7408,K-12,20,23,7.3,7.4,0
89,16,1997,199701,58.31775,-160.75125,K-12,21,24,10.4,9.8,0
89,16,1998,199801,58.65825,-162.70642,L-09,23,26,4.9,4.7,0
89,16,1999,199901,56.33982,-161.6204,E-11,62,65,1.5,1,0
89,16,2000,200001,58.00105,-160.2428,J-13,48,51,2.9,1.9,0
89,16,2001,200101,57.65623,-160.2652,I-13,53,56,4,3.8,0
89,16,2002,200201,56.65189,-160.9814,F-12,69,71,6.5,3,0
89,16,2003,200301,56.31759,-161.6315,E-11,62,65,8.6,4.8,17.653648
89,16,2004,200401,56.31659,-161.00281,E-12,51,53,6.4,5.2,3.22558532
89,16,2005,200501,57.98267,-161.4946,J-11,54,57,5,5.2,0
89,16,2007,200701,58.01527,-160.2067,J-13,49,51,2,1.6,0
89,16,2008,200801,58.28619,-160.8224,K-12,29,32,3.9,2.9,0
89,16,2009,200901,57.31972,-161.5477,H-11,55,57,1.9,1.8,0
89,16,2010,201001,57.6559,-160.88428,I-12,56,58,4.3,1.6,0
89,16,2011,201101,57.32657,-161.53438,H-11,54,57,3,2.3,0
89,16,2012,201201,57.01072,-160.95218,G-12,61,63,1.2,0.1,0
89,16,2013,201301,57.32591,-161.54487,H-11,54,56,3.7,2.4,0
89,17,1993,199301,56.99183,-162.15667,G-10,59,59,6.7,3.8,2.315428128
89,17,1994,199401,56.99733,-161.56017,G-11,66,66,1.8,1.7,2.910225368
89,17,1995,199501,57.99048,-161.46927,J-11,53,53,4.4,2.4,0
89,17,1996,199601,58.33192,-162.05182,K-10,44,47,5.8,5.6,0
89,17,1997,199701,58.34268,-162.0462,K-10,45,48,7.4,4.5,0
89,17,1998,199801,58.34763,-162.7262,K-09,30,32,4.7,4.3,0
89,17,1999,199901,55.68052,-162.8446,C-09,50,53,3.4,2.2,1.627608004
89,17,2000,200001,58.29128,-159.9651,K-13,40,43,NA,4.1,0
89,17,2001,200101,57.98217,-160.2196,J-13,49,52,4.7,3.6,0
89,17,2002,200201,56.99236,-160.9529,G-12,60,62,6.1,2.9,0
89,17,2003,200301,56.68027,-161.5591,F-11,88,91,9.1,3.9,23.36465986
89,17,2004,200401,56.64673,-160.9903,F-12,66,68,7,3.9,15.51206212
89,17,2005,200501,58.31854,-162.0509,K-10,45,48,5.8,6.3,0
89,17,2007,200701,57.67936,-160.2704,I-13,51,53,2.7,1.3,0
89,17,2008,200801,58.23085,-161.5538,K-11,38,41,3.8,3.5,0
89,17,2009,200901,57.66341,-161.4944,I-11,52,54,1.5,1.5,0
89,17,2010,201001,57.98537,-160.86663,J-12,44,46,3.6,2.2,0
89,17,2011,201101,57.6536,-161.51055,I-11,50,53,2.4,2.3,0.443982821
89,17,2012,201201,56.67767,-160.9876,F-12,66,68,1,-0.6,0
89,17,2013,201301,57.65801,-161.51328,I-11,51,54,3.4,1.9,0
89,18,1993,199301,57.31633,-162.14717,H-10,48,48,4.4,3.6,0
89,18,1994,199401,57.3385,-161.52117,H-11,55,55,2.9,1.8,1.11831805
89,18,1995,199501,58.2063,-161.54092,K-11,35,35,5.4,3.6,0
89,18,1996,199601,58.00413,-162.13152,J-10,34,37,5.3,4.8,0
89,18,1997,199701,58.014,-162.11883,J-10,35,35,5.4,4.5,0
89,18,1998,199801,58.01388,-162.74728,J-09,40,43,4.7,3.8,0
89,18,1999,199901,55.99319,-162.8114,D-09,76,79,3.4,1.8,0
89,18,2001,200101,58.29369,-159.964,K-13,43,46,5,4,0
89,18,2002,200201,57.324,-160.9492,H-12,57,59,4.9,3.4,0
89,18,2003,200301,57.31816,-161.5602,H-11,53,56,7.3,4,0.492741674
89,18,2004,200401,56.99181,-160.95599,G-12,61,63,6,4,4.222210516
89,18,2005,200501,58.64851,-162.7406,L-09,25,28,5.6,5.5,0
89,18,2007,200701,57.34912,-160.3002,H-13,56,58,2.2,1,0
89,18,2008,200801,58.32635,-162.0421,K-10,44,47,4,3.5,0
89,18,2009,200901,57.98702,-161.47591,J-11,53,55,1.2,1.1,0
89,18,2010,201001,58.32452,-160.7476,K-12,22,24,6.7,6.4,0
89,18,2011,201101,57.98168,-161.48328,J-11,52,55,2.8,2.7,0
89,18,2012,201201,56.34577,-160.97282,E-12,50,51,1.7,0.8,1.522358788
89,18,2013,201301,57.98759,-161.47647,J-11,53,56,5.4,2.9,0
89,19,1993,199301,57.64867,-162.11883,I-10,44,44,3.3,3.8,0
89,19,1994,199401,57.64867,-161.48433,I-11,51,51,2.4,2.5,0
89,19,1995,199501,58.67115,-162.70805,L-09,22,22,5.8,5.3,0
89,19,1996,199601,57.67767,-162.12992,I-10,43,46,5.2,4.6,0
89,19,1997,199701,57.67642,-162.1406,I-10,46,49,4.9,3.3,0
89,19,1998,199801,57.67695,-162.75338,I-09,42,44,6.2,3.8,0
89,19,1999,199901,56.32191,-162.7982,E-09,76,79,1.7,1.3,0
89,19,2000,200001,58.32471,-160.7498,K-12,19,19,5.8,5.1,0
89,19,2002,200201,57.65427,-160.8848,I-12,54,56,5.2,3.6,0
89,19,2003,200301,57.65037,-161.5307,I-11,50,53,7.2,4,0
89,19,2004,200401,57.33137,-160.9357,H-12,60,62,6.1,4,2.770591282
89,19,2005,200501,58.34925,-162.7173,K-09,29,32,5.8,6.1,0
89,19,2007,200701,57.01223,-160.3309,G-13,60,62,3.1,1.5,0
89,19,2008,200801,58.01165,-162.1132,J-10,34,37,1.9,1.5,0
89,19,2009,200901,58.00195,-162.10761,J-10,35,37,2.1,2.1,0
89,19,2010,201001,58.33355,-161.40295,K-11,32,34,7.7,4.8,0
89,19,2011,201101,58.22355,-161.56403,K-11,38,41,4.4,4.2,0
89,19,2013,201301,58.00087,-162.08716,J-10,35,39,3.5,3.2,0
89,20,1993,199301,57.9825,-162.1275,J-10,35,35,3.9,4.6,0
89,20,1994,199401,57.98833,-161.48767,J-11,51,51,2.8,2.6,0
89,20,1995,199501,58.34493,-162.71587,K-09,29,29,6.4,4,0
89,20,1996,199601,57.34917,-162.14998,H-10,49,49,4.9,4.6,0
89,20,1997,199701,57.34327,-162.15947,H-10,50,53,6.4,2.8,0
89,20,1998,199801,57.34305,-162.76782,H-09,48,50,6.6,3.7,0
89,20,1999,199901,56.65775,-162.781,F-09,70,72,1.7,0.1,0
89,20,2000,200001,58.33628,-162.05299,K-10,44,47,2,2,0
89,20,2002,200201,57.99339,-160.8479,J-12,43,45,4.5,3.6,0
89,20,2003,200301,57.97798,-161.4838,J-11,52,55,7.4,4.3,0
89,20,2004,200401,57.65297,-160.8828,I-12,55,57,5.8,3.6,0
89,20,2005,200501,58.01261,-162.76379,J-09,39,42,4.9,5.2,0
89,20,2007,200701,56.33765,-160.9727,E-12,52,54,4.1,3,0
89,20,2008,200801,57.34462,-162.1546,H-10,48,51,1.2,1.1,0
89,20,2009,200901,58.3277,-162.70261,K-09,30,32,2.6,2.6,0
89,20,2010,201001,58.32745,-162.02777,K-10,45,47,6,3,0
89,20,2011,201101,58.31845,-162.04305,K-10,44,47,4.9,4.7,0
89,20,2013,201301,58.66465,-162.70779,L-09,21,24,3.5,3.5,0
89,21,1993,199301,58.30667,-162.05617,K-10,44,44,6.1,NA,0
89,21,1995,199501,58.00707,-162.73653,J-09,38,38,2.8,2.4,0
89,21,1996,199601,57.0062,-162.17077,G-10,59,61,4.3,4.5,0.416628198
89,21,1997,199701,57.01215,-162.17042,G-10,59,62,8.1,1.7,0
89,21,1998,199801,57.00977,-162.78523,G-09,59,61,7.9,3.3,0
89,21,1999,199901,56.9891,-162.7847,G-09,58,61,1.2,0,0
89,21,2000,200001,58.00928,-162.1162,J-10,35,38,2.2,1.6,0
89,21,2001,200101,58.23173,-161.5553,K-11,38,41,4.7,4.2,0
89,21,2002,200201,58.28356,-160.7923,K-12,29,31,8.8,5.7,0
89,21,2003,200301,58.21809,-161.549,K-11,36,39,7.9,5.3,0
89,21,2005,200501,57.67703,-162.73151,I-09,42,45,5,5.3,0
89,21,2007,200701,56.3253,-161.6291,E-11,61,63,5.1,2.1,2.929201177
89,21,2008,200801,57.00945,-162.1796,G-10,57,60,1,0.9,0.540510774
89,21,2009,200901,58.02238,-162.7522,J-09,40,42,2.2,2.2,0
89,21,2010,201001,57.34732,-162.15412,H-10,50,52,3.4,2.2,0
89,21,2011,201101,58.66592,-162.70668,L-09,20,23,4,4,0
89,21,2012,201201,56.32735,-161.61218,E-11,65,66,3.6,0.8,2.256444632
89,21,2013,201301,58.3461,-162.72035,K-09,30,33,3.3,3.3,0
89,22,1993,199301,58.65,-162.68417,L-09,22,22,6.1,NA,0
89,22,1994,199401,58.207,-161.5505,K-11,35,35,3.6,3.2,0
89,22,1995,199501,57.67307,-162.74908,I-09,40,40,4,1.6,0
89,22,1996,199601,56.67543,-162.189,F-10,69,72,4.3,3.7,1.954456983
89,22,1997,199701,56.67782,-162.18628,F-10,70,73,8.4,1.3,0
89,22,1998,199801,56.6766,-162.78613,F-09,70,72,8.5,3.5,0.614623163
89,22,1999,199901,57.32092,-162.7699,H-09,46,49,1.2,0.1,0
89,22,2001,200101,58.00486,-161.4855,J-11,53,56,4.7,3.8,0
89,22,2003,200301,58.62991,-162.7038,L-09,23,26,5.2,4.9,0
89,22,2004,200401,57.99948,-160.8739,J-12,43,45,4.8,3.6,0
89,22,2005,200501,57.33183,-162.77609,H-09,46,49,6,4.9,15.83265589
89,22,2007,200701,56.66049,-161.593,F-11,84,86,5.1,1.3,2.440029166
89,22,2008,200801,56.67743,-162.16209,F-10,70,73,0.9,0.9,2.004620057
89,22,2009,200901,57.67922,-162.74879,I-09,42,44,1.6,1.6,0
89,22,2010,201001,57.01417,-162.1687,G-10,59,61,3.4,2.2,0.392058064
89,22,2011,201101,58.3437,-162.72275,K-09,28,31,3.6,3.6,0
89,22,2012,201201,56.64803,-161.58182,F-11,88,89,3.3,0.1,1.551054009
89,22,2013,201301,58.01696,-162.75418,J-09,39,42,3.9,3.2,0
89,23,1993,199301,59.01833,-163.35133,M-08,16,16,6.7,NA,0
89,23,1994,199401,58.67267,-162.67817,L-09,22,22,3.4,3.4,0
89,23,1995,199501,57.33647,-162.76738,H-09,46,46,3.9,1.4,0
89,23,1996,199601,56.33915,-162.20983,E-10,76,78,4.3,4.3,8.73810286
89,23,1997,199701,56.33978,-162.20535,E-10,79,82,8.2,2.4,0
89,23,1998,199801,56.3435,-162.80402,E-09,76,78,7.5,4,3.222901578
89,23,1999,199901,57.65646,-162.7556,I-09,41,44,0.5,0.2,0
89,23,2000,200001,57.64946,-162.1539,I-10,44,47,2.3,1.5,0
89,23,2001,200101,57.67654,-161.50439,I-11,50,53,4.1,3.5,0
89,23,2002,200201,58.22099,-161.5486,K-11,37,39,6.7,4.2,0
89,23,2003,200301,58.66477,-163.3795,L-08,28,31,4.9,4.5,0
89,23,2004,200401,58.28589,-160.8159,K-12,30,32,6.6,6,0
89,23,2005,200501,57.00997,-162.77789,G-09,58,61,7,4.1,31.95061085
89,23,2007,200701,56.98329,-161.5771,G-11,65,67,4.2,1.2,0.200802568
89,23,2008,200801,56.3519,-162.17619,E-10,76,79,2.1,1.9,10.80544979
89,23,2009,200901,57.3477,-162.7683,H-09,47,49,1.5,1.5,0
89,23,2010,201001,56.67515,-162.18938,F-10,70,72,2.7,0.6,0.387599964
89,23,2011,201101,58.01307,-162.75437,J-09,37,40,2.8,2.7,0
89,23,2012,201201,56.647,-162.18733,F-10,71,72,3.5,-0.2,0
89,23,2013,201301,57.68146,-162.76629,I-09,42,44,3.6,2.6,0
89,24,1993,199301,58.67917,-163.35317,L-08,27,27,5.6,5.9,0
89,24,1994,199401,58.2925,-162.68067,K-09,31,31,3.8,3.6,0
89,24,1995,199501,57.00755,-162.7822,G-09,59,59,4.1,1.4,0
89,24,1996,199601,56.0087,-162.23067,D-10,67,70,6.3,4.7,21.54720331
89,24,1997,199701,56.00912,-162.2387,D-10,69,72,7.6,3.1,0
89,24,1998,199801,56.0087,-162.8159,D-09,77,79,7.4,4.1,11.59061099
89,24,1999,199901,58.65525,-163.3472,L-08,29,32,1.1,0.7,0
89,24,2000,200001,57.35087,-162.1489,H-10,50,50,2.5,NA,0
89,24,2001,200101,57.34439,-161.5457,H-11,52,55,5.4,3.6,0
89,24,2002,200201,58.32092,-162.05659,K-10,45,47,7.2,3.3,0
89,24,2003,200301,58.65691,-164.0025,L-07,31,34,4.8,4.1,0
89,24,2004,200401,58.21836,-161.55029,K-11,37,39,6.4,5.6,0
89,24,2005,200501,56.34817,-162.7782,E-09,76,79,6.6,4.1,18.40463741
89,24,2007,200701,57.31746,-161.54601,H-11,52,54,4.7,1.3,0
89,24,2008,200801,56.00253,-162.2551,D-10,68,71,3.2,2.6,22.55613766
89,24,2009,200901,57.01726,-162.8042,G-09,58,60,1.3,1,0.188772919
89,24,2010,201001,56.34735,-162.18957,E-10,75,77,4.1,0.2,0
89,24,2011,201101,57.68,-162.76667,I-09,41,44,2.2,2.2,0
89,24,2012,201201,56.98993,-162.17712,G-10,58,59,0.6,0.7,0
89,24,2013,201301,57.34115,-162.75783,H-09,47,50,3.9,1.9,0
89,25,1993,199301,58.35433,-163.367,K-08,31,31,5.6,4.7,0
89,25,1994,199401,57.999,-162.75333,J-09,38,38,2.9,2.7,0
89,25,1996,199601,55.67898,-162.84912,C-09,52,55,6.5,4.9,14.01512463
89,25,1997,199701,55.68108,-162.8486,C-09,52,55,7.6,3.3,0
89,25,1998,199801,55.32213,-164.00417,B-07,75,77,6.3,4.9,53.94774768
89,25,1999,199901,58.97897,-163.3502,M-08,20,23,1.5,1.3,0
89,25,2000,200001,57.01442,-162.16389,G-10,57,60,2.5,0.7,0
89,25,2001,200101,57.00961,-161.57091,G-11,67,69,4.9,3.5,0.879745634
89,25,2002,200201,58.63631,-162.713,L-09,24,26,4.8,4.2,0
89,25,2003,200301,59.01635,-164.0394,M-07,27,30,6.4,5.7,0
89,25,2004,200401,58.34839,-162.06979,K-10,44,46,7.3,5.2,0
